comCode,grade,score
E246,76.61591911611805,0.6476449730286062
E247,44.49588177350321,0.31419940750313463
E248,74.01040655663641,0.6211170393282274
E249,44.085342493759164,0.30874235117834714
E250,95.22735671098523,0.8382067770773031
E251,74.01040655663641,0.6217731455929999
E252,77.55567364593885,0.6543456609630822
E253,46.18778891341959,0.3345239784105353
E254,76.78373363944092,0.6461924199307862
E255,95.39094412632939,0.8372165481665302
E256,77.64956265120355,0.6606239731919386
E257,95.49596445985492,0.8395448765486605
E258,97.57477992107667,0.8637923551318031
E259,18.232572674592014,0.04989814178727559
E260,99.79406753197067,0.8914427732113341
E261,76.21019163295092,0.6443226366226097
E262,99.01675885185958,0.8802803200218008
E263,95.49596445985492,0.8387671906561204
E264,44.71062760552917,0.317327635933591
E265,45.60914616509152,0.3272047902226489
E266,75.77591993809622,0.6359053859337838
E267,75.23036284938888,0.6305919130623553
E268,99.25331928396496,0.877310639349292
E269,75.23036284938888,0.6302980805944303
E270,96.16943300244314,0.8465623435805234
E271,78.00163193966503,0.6609357406670427
E272,95.22735671098523,0.8381024714352658
E273,96.88092432805088,1.0
E274,45.658674780274964,0.3268426460892968
E275,42.963837694823916,0.29966234155210575
E276,97.97911216527669,0.8650359772115448
E277,99.22557644898849,0.8779308955970263
E278,75.77591993809622,0.6370681189828384
E279,15.35205371109216,0.014436011663316895
E280,97.01954129863486,0.8578968015453429
E281,77.55567364593885,0.6553631389528247
E282,74.01040655663641,0.6345642203549632
E283,73.21018201157068,0.6098557120315184
E284,77.18219595893368,0.6539359166329454
E285,76.74262610542111,0.6467924771889147
E286,45.48659103221002,0.32549147037864345
E287,77.17646381399204,0.6510042979282428
E288,45.48659103221002,0.32546537183857155
E289,99.79406753197067,0.8943593244620242
E290,95.22735671098523,0.8390993797826883
E291,74.01040655663641,0.6187324995237669
E292,73.21018201157068,0.6102378420967876
E293,44.49588177350321,0.3145703176267772
E294,75.20825580620775,0.6310952234356024
E295,78.00163193966503,0.6605025005869953
E296,75.23036284938888,0.6309647138314658
E297,44.49588177350321,0.3143237716787915
E298,77.17646381399204,0.6578585343912227
E299,74.01040655663641,0.625518930094974
E300,75.23036284938888,0.6308057561474547
E301,46.08281508163948,0.3340336932923951
E302,95.83396593741827,0.8433768611691521
E303,77.52378773621719,0.6552808652190191
E304,18.232572674592014,0.05008740304459472
E305,75.23036284938888,0.6292330209487106
E306,45.60914616509152,0.32771154902620475
E307,76.53459753328642,0.6443517639027582
E308,97.21255251533374,0.9056698855146846
E309,95.49596445985492,0.8399991103748347
E310,45.438655637849564,0.3371852146775395
E311,76.21019163295092,0.6444283943608494
E312,75.51957347269786,0.6386436132802251
E313,99.22557644898849,0.8779681251272933
E314,75.20825580620775,0.6305359215594444
E315,75.51957347269786,0.6374489913426393
E316,95.49596445985492,0.8395298230884971
E317,78.00163193966503,0.6601817328507574
E318,75.20825580620775,0.6307044270217724
E319,44.014005806613284,0.3143704722498273
E320,45.7054714403833,0.32709510300974504
E321,75.20825580620775,0.6338910290827058
E322,95.39094412632939,0.8382090746700619
E323,45.48659103221002,0.3252145721055389
E324,78.00163193966503,0.6598428443532788
E325,96.88092432805088,0.8965868350987243
E326,96.32005734031368,0.8483426071985681
E327,46.08281508163948,0.3305773603135452
E328,97.54222682814239,0.8612920102927185
E329,73.21018201157068,0.6101930251572315
E330,96.88092432805088,0.8940254067158626
E331,17.03209306904174,0.03252065823226612
E332,42.42585347256526,0.29241220499656634
E333,95.39094412632939,0.8381414277822538
E334,95.39094412632939,0.8384814689419767
E335,75.52494841159773,0.6340192127409736
E336,46.18778891341959,0.33265917172202975
E337,95.22735671098523,0.8389467471022589
E338,45.7054714403833,0.3271015810050553
E339,75.77591993809622,0.6373711797850369
E340,78.00163193966503,0.6604981612849321
E341,18.38582068961388,0.046901558555388224
E342,45.658674780274964,0.327228814245975
E343,74.49499147892286,0.6240711329962962
E344,46.671834196617404,0.33864535354638786
E345,16.7270820657206,0.029807056961836626
E346,97.01954129863486,0.8579709729638815
E347,75.77591993809622,0.6375627596036074
E348,96.88092432805088,0.8824517300101304
E349,45.7054714403833,0.3271928222437433
E350,46.671834196617404,0.3380855164376221
E351,76.53459753328642,0.6446973157859455
E352,46.671834196617404,0.33823174064046835
E353,42.963837694823916,0.2996777269645948
E354,96.16943300244314,0.848046190457247
E355,99.01675885185958,0.878541920557555
E356,44.085342493759164,0.310653378510585
E357,95.39094412632939,0.8386098381883054
E358,95.49596445985492,0.83999598341358
E359,75.84092906863935,0.6381623173731535
E360,76.53459753328642,0.6442698427533606
E361,17.636319016014134,0.03925865883649665
E362,73.30716639285073,0.6113646285162778
E363,15.398944798050607,0.015853945131079
E364,74.55129172494793,0.6254619320283152
E365,17.636319016014134,0.03893714605926635
E366,45.7054714403833,0.3273444639860879
E367,14.932389913436939,0.011251950253374074
E368,18.250012422556797,0.04500945388997101
E369,95.39094412632939,0.8387132664202337
E370,99.01675885185958,0.8779974604403397
E371,76.53459753328642,0.6445165569557596
E372,44.014005806613284,0.3140849565792885
E373,73.21018201157068,0.6105152187219921
E374,96.16943300244314,0.8477660846030677
E375,99.01675885185958,0.8820519649059567
E376,46.18778891341959,0.3325670964736787
E377,17.10318686539261,0.03387876517019417
E378,74.01040655663641,0.6204893288595935
E379,74.01040655663641,0.6197197850025528
E380,46.18778891341959,0.33234272753705635
E381,17.03209306904174,0.03243270729356692
E382,46.671834196617404,0.3393835286944381
E383,77.17646381399204,0.6511638239039257
E384,76.53459753328642,0.6443321899592369
E385,18.49834569548362,0.0476645249757649
E386,76.53459753328642,0.6443580902045523
E387,45.7054714403833,0.327454189468402
E388,76.21019163295092,0.6436296886296891
E389,15.35205371109216,0.015135794208900464
E390,45.7054714403833,0.32725439643021736
E391,76.21019163295092,0.6438494779831723
E392,96.16943300244314,0.8509605851700824
E393,44.014005806613284,0.31461811542040446
E394,46.18778891341959,0.3325181873909304
E395,17.636319016014134,0.039111821656403034
E396,17.03209306904174,0.032750291578382947
E397,74.01040655663641,0.6210480632737234
E398,18.38582068961388,0.04696103222509573
E399,76.53459753328642,0.6445478790845708
E400,98.22305121999389,0.867954836604179
E401,16.966718084177607,0.03211776237408247
E402,76.53459753328642,0.6443998302791757
E403,46.05366679137372,0.3311073083521694
E404,45.494260091008655,0.32519096735283104
E405,46.18778891341959,0.33311121602633453
E406,14.707347870533678,0.008577887350467592
E407,18.250012422556797,0.04497434718760261
E408,76.53459753328642,0.6445735897225643
E409,46.671834196617404,0.3383609626761859
E410,46.671834196617404,0.33835448542162155
E411,17.10318686539261,0.034040775074571115
E412,77.18219595893368,0.6534791318252495
E413,76.53459753328642,0.644524687147172
E414,76.53459753328642,0.6444641326487985
E415,44.085342493759164,0.31589828203902914
E416,45.7054714403833,0.32738970349659696
E417,45.7054714403833,0.32730513148221213
E418,46.05366679137372,0.3311926422806101
E419,45.7054714403833,0.3272749678586537
E420,76.21019163295092,0.6430837361306798
E421,45.7054714403833,0.3274173394382956
E422,14.932389913436939,0.011351942811830362
E423,76.53459753328642,0.6443887061635799
E424,16.7270820657206,0.029834965823890513
E425,14.69828182994348,0.008425540360392527
